CityEconomy,RecoverTime,Loss,CommunicationMethod,VictimEducation,VictimIncome,VictimAge,VictimSex,SpecialDate,VictimOccupation
Developed,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult50To60,Female,Short,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Medium,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Long,Manufacturing
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Medium,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult40To50,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,financialExchange,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult50To60,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,primarySchool,Low,Adult50To60,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Male,Long,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Long,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
SecondTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Long,Manufacturing
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Long,Manufacturing
Developed,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult50To60,Female,Short,PublicInstitutionStaff
FirstTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,Clerical
FirstTier,Long,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Medium100To1k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,financialExchange,middleSchool,Medium,Teenagers,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Teenagers,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Short,Manufacturing
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,Long,ProfessionalTechnical
FirstTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Long,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
FirstTier,Long,Low0To100,financialExchange,college,Low,Adult20To30,Male,Short,ProfessionalTechnical
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Medium,Manufacturing
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Medium,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Female,Medium,ProfessionalTechnical
Developed,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Long,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult20To30,Female,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,college,Medium,Adult20To30,Female,Medium,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult50To60,Female,Short,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,offlineCommunication,college,Low,Adult40To50,Male,Short,Manufacturing
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Short,PublicInstitutionWorker
FirstTier,Short,Medium100To1k,financialExchange,middleSchool,Medium,Teenagers,Male,Short,Manufacturing
FirstTier,Short,Medium100To1k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Long,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,college,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Long,Low0To100,offlineCommunication,college,Low,Adult40To50,Male,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Medium,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Male,Long,Management
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Medium,Clerical
FirstTier,Long,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Male,Short,Manufacturing
FirstTier,Long,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Medium,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious100kTo1000k,legalOnlineAbroad,college,Medium,Adult30To40,Female,Medium,ProfessionalTechnical
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult50To60,Male,Medium,ProfessionalTechnical
FirstTier,Short,Medium1kTo10k,illegalOnline,highSchool,Medium,Adult20To30,Male,Medium,Military
FirstTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult50To60,Male,Medium,ProfessionalTechnical
FirstTier,Long,Medium1kTo10k,offlineCommunication,majorCollege,Low,Adult20To30,Male,Medium,Clerical
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,college,Low,Adult40To50,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,High,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult50To60,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,HeadsofEnterprises
FirstTier,Long,Serious10kTo100k,offlineCommunication,majorCollege,Low,Adult20To30,Female,Medium,Clerical
ThirdTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Medium,Adult50To60,Male,Medium,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,financialExchange,middleSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult30To40,Female,Medium,HeadsofEnterprises
FirstTier,Long,Serious100kTo1000k,offlineCommunication,masterDegree,Medium,Adult40To50,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Medium1kTo10k,offlineCommunication,college,Low,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Female,Medium,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Medium,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult50To60,Female,Medium,ProfessionalTechnical
Developed,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium100To1k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
FirstTier,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Medium,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult50To60,Male,Medium,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,illegalOnline,college,Medium,Adult40To50,Male,Short,HeadsofEnterprises
